资源名称,下载地址,下载地址链接,类型
Mathematics,链接：https://pan.baidu.com/s/1khyNI6xjWvCy28YYv9k7Bg  提取码：aww2  复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1khyNI6xjWvCy28YYv9k7Bg,软件
啊哈算法,链接：https://pan.baidu.com/s/19A7k8CJMdEv-_K1IcCy2xw  提取码：7amj,https://pan.baidu.com/s/19A7k8CJMdEv-_K1IcCy2xw,算法
趣学算法,链接：https://pan.baidu.com/s/1PxvY9v7k-ado2AecjOkbTQ  提取码：pbtf,https://pan.baidu.com/s/1PxvY9v7k-ado2AecjOkbTQ,算法
RedHat8.0,https://pan.baidu.com/s/1bp-7PZA4YamiytgD35sZmA,https://pan.baidu.com/s/1bp-7PZA4YamiytgD35sZmA,Linux
工人安全帽佩戴检测系统(深度学习),链接：https://pan.baidu.com/s/16TBsxCYfD3KYmzHwxRCsjQ  提取码：ztoc,https://pan.baidu.com/s/16TBsxCYfD3KYmzHwxRCsjQ,人工智能
python之路,链接:https://pan.baidu.com/s/1xXVe7jR_WLmx84E6ANEmjw 提取码:77xh,https://pan.baidu.com/s/1xXVe7jR_WLmx84E6ANEmjw,Python
python数据处理,https://pan.baidu.com/s/1FouYkq2Jxe_21ZGYYk5L4A 提取码: 7x9b,https://pan.baidu.com/s/1FouYkq2Jxe_21ZGYYk5L4A,Python
java,链接：https://pan.baidu.com/s/1a-wDFNGDz5cL7dRO5cXUgw  提取码：1o2t,https://pan.baidu.com/s/1a-wDFNGDz5cL7dRO5cXUgw,Java
《视觉SLAM十四讲从理论到实践》高清PDF+源代码+《计算机视觉中的多视图几何》中英文PDF+源代码,https://pan.baidu.com/s/15znee1xL9HtbmQXPUXKv5w,https://pan.baidu.com/s/15znee1xL9HtbmQXPUXKv5w,人工智能
Python 自动办公,https://pan.baidu.com/s/1d4qHS8nDdpKNKibu6kywJA 提取码：rbP1,https://pan.baidu.com/s/1d4qHS8nDdpKNKibu6kywJA,Python
MATLAB Programming for Engineers 5th - Stephen J. Chapman,https://pan.baidu.com/s/1fLtbwueTvVVJ1G_-JmZFUA,https://pan.baidu.com/s/1fLtbwueTvVVJ1G_-JmZFUA,matlab
一套价值8800元的excel教程,链接：https://pan.baidu.com/s/1aRqsuLQrArgbLsMbwtv8yw  提取码：97sx,https://pan.baidu.com/s/1aRqsuLQrArgbLsMbwtv8yw,其它
python入门基础资料,https://pan.baidu.com/s/1WObzZQr3nrGyCge04IIg1A,https://pan.baidu.com/s/1WObzZQr3nrGyCge04IIg1A,Python
RT-thread视频教程,https://pan.baidu.com/s/1hmnQx61jz69GeVxR1KadAg,https://pan.baidu.com/s/1hmnQx61jz69GeVxR1KadAg,单片机
5天学会AE动效实战【千锋】（24集）,链接：https://pan.baidu.com/s/1Mv1KfaQ4H3kduI5lsKsU5w  提取码：m4qz,https://pan.baidu.com/s/1Mv1KfaQ4H3kduI5lsKsU5w,软件教程
Linux镜像（CentOS+Redhat）,链接：https://pan.baidu.com/s/1GjR6ycAP8gzFFcEge3fw2Q  提取码：haps,https://pan.baidu.com/s/1GjR6ycAP8gzFFcEge3fw2Q,Linux
Activiti6.0工作流引擎深度解析与实战,链接: https://pan.baidu.com/s/1fepTTRliYuUgyoPtOvkYYg 提取码: vwcs,https://pan.baidu.com/s/1fepTTRliYuUgyoPtOvkYYg,其它
UOS20-beta-desktop,链接: https://pan.baidu.com/s/1tstgP56K0WlQTRJkuealLQ 提取码: 6w79,https://pan.baidu.com/s/1tstgP56K0WlQTRJkuealLQ,Linux
最新树莓派4的资料包括镜像使用等,https://pan.baidu.com/s/1VX4onzMONtdTPUO4ZxGjIA,https://pan.baidu.com/s/1VX4onzMONtdTPUO4ZxGjIA,Linux
go源码剖析,链接：https://pan.baidu.com/s/1igig-jPFvDc-fRY-FiEK9A  提取码：vi6s,https://pan.baidu.com/s/1igig-jPFvDc-fRY-FiEK9A,go
office 模板,链接: https://pan.baidu.com/s/1fLXgLxYDuQy2gnrkqeU_8A 提取码: 6h8m 复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1fLXgLxYDuQy2gnrkqeU_8A,PPT
kali使用教程,链接：https://pan.baidu.com/s/1-NrWFo96ZRgPh-ykCysU0g  提取码：iv32,https://pan.baidu.com/s/1-NrWFo96ZRgPh-ykCysU0g,Linux
尚硅谷MySQL,https://pan.baidu.com/s/1Id1bIi-6UredcFpLSvP_EA,https://pan.baidu.com/s/1Id1bIi-6UredcFpLSvP_EA,数据库
C++ Primer Plus 第六版,链接: https://pan.baidu.com/s/1K_TAnjTZ-Qq6ygvc50q4SA 提取码: e2q8,https://pan.baidu.com/s/1K_TAnjTZ-Qq6ygvc50q4SA,C/C++
万门大学-人工智能、大数据与复杂系统。,https://pan.baidu.com/s/1jkbQ8NYNYbFcnY6GP-b3RA  提取码：ktkh,https://pan.baidu.com/s/1jkbQ8NYNYbFcnY6GP-b3RA,人工智能
渗透教程（文件较大）,链接: https://pan.baidu.com/s/1BI_dkIMu4FvPZs0rVPfdWg 提取码: sfi1,https://pan.baidu.com/s/1BI_dkIMu4FvPZs0rVPfdWg,Linux
C语言学习,链接:https://pan.baidu.com/s/1n89zq1hBM8KnRkmZ-kvNDQ 提取码:un30 复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1n89zq1hBM8KnRkmZ-kvNDQ,C/C++
linux编程白皮书,https://pan.baidu.com/s/1XZuTwpL78wx12jqQHtw1Ww,https://pan.baidu.com/s/1XZuTwpL78wx12jqQHtw1Ww,Linux
Lucene原理及使用总结,链接: https://pan.baidu.com/s/1KxcUpQCYtePKLCpcAusroQ 提取码: 99tr,https://pan.baidu.com/s/1KxcUpQCYtePKLCpcAusroQ,其它
docker教程,复制这段内容后打开百度网盘手机App，操作更方便哦 链接:https://pan.baidu.com/s/1JcioDDlN8cWWFq-2peBPxQ 提取码:14bl,https://pan.baidu.com/s/1JcioDDlN8cWWFq-2peBPxQ,其它
CAD,pan.baidu.com/s/1X1D-jWaA68gZ1NhE66YRVg  [提取码]: dwii,,其它
Zigbee,复制这段内容后打开百度网盘手机App，操作更方便哦 链接：https://pan.baidu.com/s/1OHh8ZbwaUljXXFiVOZmYgw 提取码：1445,https://pan.baidu.com/s/1OHh8ZbwaUljXXFiVOZmYgw,C/C++
大数据,链接：https://pan.baidu.com/s/13LNizC0bVPVCjmX8PMBR_Q  提取码：yk5w,https://pan.baidu.com/s/13LNizC0bVPVCjmX8PMBR_Q,大数据
RHCE认证视频,链接：https://pan.baidu.com/s/1U8IIW8YCsEQMFbGwwKaKUg  提取码：4l3n  复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1U8IIW8YCsEQMFbGwwKaKUg,Linux
python自动办公,链接：https://pan.baidu.com/s/1YE7Q1EVJpeT2sL9maRDl_A  提取码：vnsc,https://pan.baidu.com/s/1YE7Q1EVJpeT2sL9maRDl_A,Python
C#入门到精通,链接：https://pan.baidu.com/s/1tcCeknu6HsmVY4IdSJ1lug  提取码：h797,https://pan.baidu.com/s/1tcCeknu6HsmVY4IdSJ1lug,C#
大数据算法——哈工大,链接: https://pan.baidu.com/s/1_5-wi13aX3OpUzDtCfCZLA 提取码: j4hk,https://pan.baidu.com/s/1_5-wi13aX3OpUzDtCfCZLA,大数据
谢孟媛英文初级语法+中级语法+发音+同步讲义,链接: https://pan.baidu.com/s/1nxvRbOnizg9w3ICe904sUQ 提取码: i6ra,https://pan.baidu.com/s/1nxvRbOnizg9w3ICe904sUQ,英语
08 Python核心技术进阶训练篇,链接：https://pan.baidu.com/s/1_6JtuOAuDuMN1VigaiF9pA  提取码：s1r2,https://pan.baidu.com/s/1_6JtuOAuDuMN1VigaiF9pA,Python
百度技术学院机器学习训练营,链接: https://pan.baidu.com/s/1-OEEraP4Ir4OBrLazA5u6Q 提取码: cytj,https://pan.baidu.com/s/1-OEEraP4Ir4OBrLazA5u6Q,人工智能
641382 系统架构设计师教程-第四版,链接：https://pan.baidu.com/s/1NMUmNy6ocFTRFe8dOYrQgw  提取码：33qf,https://pan.baidu.com/s/1NMUmNy6ocFTRFe8dOYrQgw,电子书
VMware WorkStation 15.5 Pro 安装包,https://pan.baidu.com/s/1yNGP9lUUVit19lRRGsDAAw,https://pan.baidu.com/s/1yNGP9lUUVit19lRRGsDAAw,软件
传智播客黑马web前端1期+14期+36期+全栈,链接: https://pan.baidu.com/s/1bDN-P3yn_2SMZm1ArZXXeA 提取码: 0651,https://pan.baidu.com/s/1bDN-P3yn_2SMZm1ArZXXeA,前端
Unity官方案例精讲_中文版,https://pan.baidu.com/s/1DbdijPFUmffFXXyGfCKW7g             omep,https://pan.baidu.com/s/1DbdijPFUmffFXXyGfCKW7g,其它
redis实战,https://pan.baidu.com/s/1UJAlKPzp41i0Z1fCRWBsdw,https://pan.baidu.com/s/1UJAlKPzp41i0Z1fCRWBsdw,数据库
嗨翻C语言,链接: https://pan.baidu.com/s/1G2uYjxUZ8fiqcQ0Qv0lhmA 提取码: zybg,https://pan.baidu.com/s/1G2uYjxUZ8fiqcQ0Qv0lhmA,C/C++
Wireshark网络分析就这么简单,https://pan.baidu.com/s/1RZQ0sLVKXq7NrNpSEkQYeQ,https://pan.baidu.com/s/1RZQ0sLVKXq7NrNpSEkQYeQ,电子书
Head_First_Python（中文版）,链接：https://pan.baidu.com/s/17td8xb8Q4BASabCE8CrG_w  提取码：he0n,https://pan.baidu.com/s/17td8xb8Q4BASabCE8CrG_w,Python
数据结构 邓俊辉,链接：https://pan.baidu.com/s/1DWYHVcE-IRZxSDw4EEL0Eg  提取码：cw53,https://pan.baidu.com/s/1DWYHVcE-IRZxSDw4EEL0Eg,C/C++
宽带网络交换技术,https://pan.baidu.com/s/1QfmsT9ihOyQt2zJXQWe8Kw,https://pan.baidu.com/s/1QfmsT9ihOyQt2zJXQWe8Kw,其它
马哥2018Linux运维,https://pan.baidu.com/s/13wXLr7wHEDEEZFtikcYdSw 提取码:3bi2,https://pan.baidu.com/s/13wXLr7wHEDEEZFtikcYdSw,Linux
Linux设备驱动开发详解(第二版) pdf高清完整版,链接: https://pan.baidu.com/s/1ujduiSo8Fo70wd6AaTmu3Q 提取码: 8833,https://pan.baidu.com/s/1ujduiSo8Fo70wd6AaTmu3Q,Linux
网络技术,链接: https://pan.baidu.com/s/1S6Q9JP16YTm7IJkidGnd7Q 提取码: 1v5r,https://pan.baidu.com/s/1S6Q9JP16YTm7IJkidGnd7Q,其它
零基础入门安卓桌面,https://pan.baidu.com/s/1gbAj2iwi5xk3zhbbdcv-Zg,https://pan.baidu.com/s/1gbAj2iwi5xk3zhbbdcv-Zg,安卓
算法图解（中文版）,https://pan.baidu.com/s/1Yf8oN-KnaZ4cU61AyHpvdg,https://pan.baidu.com/s/1Yf8oN-KnaZ4cU61AyHpvdg,算法
觅风-易语言入门系列教程,链接：https://pan.baidu.com/s/1glrLQZSKZP2Fl2mPEenG2w  提取码：nf7j,https://pan.baidu.com/s/1glrLQZSKZP2Fl2mPEenG2w,易语言
爱安全渗透教程无加密,链接：https://pan.baidu.com/s/1w-ekKnqJ4O3amjWfivRAUA  提取码：xqer,https://pan.baidu.com/s/1w-ekKnqJ4O3amjWfivRAUA,其它
程序是怎样跑起来的pdf,https://pan.baidu.com/s/1udXZCLyquOgqtiS0nWou2Q 提取码:8xz2,https://pan.baidu.com/s/1udXZCLyquOgqtiS0nWou2Q,其它
计算机原理,链接：https://pan.baidu.com/s/1tGhE0cbnIPGso1mt1YNB8w  提取码：4h8c,https://pan.baidu.com/s/1tGhE0cbnIPGso1mt1YNB8w,其它
ASP.NET Core跨平台开发从入门到实战 [张剑桥][全书签]],链接: https://pan.baidu.com/s/1Q8Awl9t2rYyUbhIyLHvWOg 提取码: itsx,https://pan.baidu.com/s/1Q8Awl9t2rYyUbhIyLHvWOg,C#
上海交大计算机视频,链接:https://pan.baidu.com/s/1IRd6B9uz9UAP9bgmv1T6FQ  密码:037y,https://pan.baidu.com/s/1IRd6B9uz9UAP9bgmv1T6FQ,公开课
sql server,https://pan.baidu.com/s/1ht0w_gqPbE2qVY6UHKI1Fw       naqf,https://pan.baidu.com/s/1ht0w_gqPbE2qVY6UHKI1Fw,数据库
C primer plus 第六版,链接：https://pan.baidu.com/s/1zL6BV0ZhsZZ2yLsjXKmYsA  提取码：8yvt  复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1zL6BV0ZhsZZ2yLsjXKmYsA,C/C++
C陷阱与缺陷,链接：https://pan.baidu.com/s/1KTaHkuAphkV2yqkfzxPJMA  提取码：ksbe,https://pan.baidu.com/s/1KTaHkuAphkV2yqkfzxPJMA,C/C++
《Python编程：从入门到实践》,https://pan.baidu.com/s/1WoOMV18BSBesFunjJgIJMw,https://pan.baidu.com/s/1WoOMV18BSBesFunjJgIJMw,Python
SOA方法与实践_SOA实践指南,链接：https://pan.baidu.com/s/1L_EzTXOFnkgEsfMoZIxRww 密码：2be3,https://pan.baidu.com/s/1L_EzTXOFnkgEsfMoZIxRww,Python
玩转数据结构 从入门到进阶,链接: https://pan.baidu.com/s/1fYVf52bQiitei9owh0Jbbw 提取码: 7f5q,https://pan.baidu.com/s/1fYVf52bQiitei9owh0Jbbw,算法
新概念模拟电路（包含晶体管、负反馈和放大器、运算放大器滤波器、信号处理电路、源电路）,链接：https://pan.baidu.com/s/1ZQTxIEvT-OqcsocGvKgP5w  提取码：ikts  复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1ZQTxIEvT-OqcsocGvKgP5w,电子书
Linux操作系统原理与应用,https://pan.baidu.com/s/1deLV57ulp87HWY7vhlB9nA#list/path=%2Fsharelink989867987-273155022413609%2FLinux%E6%93%8D%E4%BD%9C%E7%B3%BB%E7%BB%9F%E5%8E%9F%E7%90%86%E4%B8%8E%E5%BA%94%E7%94%A8_%E8%A5%BF%E9%82%AE(%E9%99%88%E8%8E%89%E5%90%9B)&parentPath=%2Fsharelink989867987-273155022413609,https://pan.baidu.com/s/1deLV57ulp87HWY7vhlB9nA,Linux
pro/E,https://pan.baidu.com/s/1osKDn5dDYM5sSJ1PzxAyOQ,https://pan.baidu.com/s/1osKDn5dDYM5sSJ1PzxAyOQ,软件
C入门教程（含视频）,https://pan.baidu.com/s/1DBUUPtULqh_67P9QV1MN2g,https://pan.baidu.com/s/1DBUUPtULqh_67P9QV1MN2g,C/C++
马哥python全栈+爬虫+高端自动化课程大纲,链接: https://pan.baidu.com/s/1dC-XEnsdIc7N6AQJbHn94w 提取码: x57i 复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1dC-XEnsdIc7N6AQJbHn94w,Python
优美欧美风100套ppt,https://pan.baidu.com/s/1Wn8BstMxW_338FhfpegHSQ 提取码：l5bi,https://pan.baidu.com/s/1Wn8BstMxW_338FhfpegHSQ,PPT
think in java 4扫描版,链接: https://pan.baidu.com/s/1y1lXnTyX_rnnYwcSN9rK8Q 提取码:  yuk4,https://pan.baidu.com/s/1y1lXnTyX_rnnYwcSN9rK8Q,Java
跟老男孩学linux运维 核心系统命令实战,链接：https://pan.baidu.com/s/1_zAgHzT2Dv4X0jpwLwwLow  提取码：oai1,https://pan.baidu.com/s/1_zAgHzT2Dv4X0jpwLwwLow,Linux
万门大学Python 10天零基础进阶,链接:https://pan.baidu.com/s/1WRuCJHMnxyqNuDWQcKFG-A  密码:2nlq,https://pan.baidu.com/s/1WRuCJHMnxyqNuDWQcKFG-A,Python
PHP教程,https://pan.baidu.com/s/1IOYrUG-Yq2yIJpIAR2JgZA,https://pan.baidu.com/s/1IOYrUG-Yq2yIJpIAR2JgZA,PHP
PS cc2018mac19.0,链接:https://pan.baidu.com/s/1p5MHSuHQV_tkerjMlmdPiQ  密码:d7d9,https://pan.baidu.com/s/1p5MHSuHQV_tkerjMlmdPiQ,软件
安卓开发视频教程,链接：https://pan.baidu.com/s/1dVLp6zRAhrL-LgkdZTsAIA  提取码：9qtl  复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1dVLp6zRAhrL-LgkdZTsAIA,安卓
linux命令大全,链接：https://pan.baidu.com/s/1_aEoy0VhnY3aAKIwr5LA2w  提取码：jxan  复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1_aEoy0VhnY3aAKIwr5LA2w,Linux
linux shell 从初学到精通,https://pan.baidu.com/s/1MAjiF41uqX6gDwXRaYVZmA 密码:7ax2,https://pan.baidu.com/s/1MAjiF41uqX6gDwXRaYVZmA,Linux
计算机三级网络技术题库软件,https://pan.baidu.com/s/1ZCZ6Zai6CNe8GFPQmgg46A,https://pan.baidu.com/s/1ZCZ6Zai6CNe8GFPQmgg46A,软件教程
SQL Server教程,链接: https://pan.baidu.com/s/1GUBla4Mh6GXqzHRHNKPHHw 提取码: cy9f 复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1GUBla4Mh6GXqzHRHNKPHHw,数据库
C++程序设计原理与实践,链接：https://pan.baidu.com/s/1TMyNmXeo9aH_-Mv-gw4f2w  提取码：wkvu  复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1TMyNmXeo9aH_-Mv-gw4f2w,C/C++
Ubuntu®Linux®TOOLBOX 1000+ Commands for Ubuntu and Debian Power,https://pan.baidu.com/s/1TXBDZXuh__SxuQ6524YAkQ 提取码:1t6u,https://pan.baidu.com/s/1TXBDZXuh__SxuQ6524YAkQ,Linux
jetbrains全家桶激活,https://pan.baidu.com/s/19elFazRmtvOvXpOZqp7nGg,https://pan.baidu.com/s/19elFazRmtvOvXpOZqp7nGg,Java
重构-改善既有代码设计（提取码：48an）,https://pan.baidu.com/s/13tS904oneF4TGJN89_qq_A,https://pan.baidu.com/s/13tS904oneF4TGJN89_qq_A,电子书
深入浅出Docker,https://pan.baidu.com/s/1CFrTsrvsWOTLWCZBWqbVQw提取密码(9sqv),https://pan.baidu.com/s/1CFrTsrvsWOTLWCZBWqbVQw,Linux
量化交易,链接: https://pan.baidu.com/s/1WVL2nmV_qSiMB5cNXTuXkw 提取码: i5wm,https://pan.baidu.com/s/1WVL2nmV_qSiMB5cNXTuXkw,Python
IT管理精品资源包,https://pan.baidu.com/s/1QJIIexyQabDyZ6PZ_EHwrw,https://pan.baidu.com/s/1QJIIexyQabDyZ6PZ_EHwrw,其它
VXWORKS安装（附教程）,https://pan.baidu.com/s/1xZxw1D70OnmPRjFFWszUyw,https://pan.baidu.com/s/1xZxw1D70OnmPRjFFWszUyw,单片机
Python入门教程完整版（懂中文就能学会）视频,链接：https://pan.baidu.com/s/1-ZHH7k2yM4ksaEoNkJzCNw  提取码：y1ba  复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1-ZHH7k2yM4ksaEoNkJzCNw,Python
java尚硅谷全套前端,https://pan.baidu.com/s/1W3Dynowo75Cz02jN8FMHMQ密码j49s,https://pan.baidu.com/s/1W3Dynowo75Cz02jN8FMHMQ,Java
51cto技术分享PPT,链接：https://pan.baidu.com/s/1yiHa-TjcYayH5kWmh8SMpg  提取码：oofk,https://pan.baidu.com/s/1yiHa-TjcYayH5kWmh8SMpg,PPT
Unix网络编程第二卷,https://pan.baidu.com/s/1GQLWyRbhmrr9qVSH2Pf7Zg,https://pan.baidu.com/s/1GQLWyRbhmrr9qVSH2Pf7Zg,Linux
第一期Ubuntu入门-PPT资料包,链接：https://pan.baidu.com/s/1I3BRUJWpX4AMeU3qJS62WA  提取码：fd75,https://pan.baidu.com/s/1I3BRUJWpX4AMeU3qJS62WA,Linux
龙果学院 Elasticsearch顶尖高手系列-快速入门篇,https://pan.baidu.com/s/1gtfDf-lxqG7RenXTHUzPAA    提取码：gz6i,https://pan.baidu.com/s/1gtfDf-lxqG7RenXTHUzPAA,Java
代码大全,链接：https://pan.baidu.com/s/1u-B76RT3QF8KAiMzpys4SA  提取码：4c77  复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1u-B76RT3QF8KAiMzpys4SA,电子书
mysql+SQL必知必会（第三版）,https://pan.baidu.com/s/1SG20GaDmGx5mD1UxZnkqCw,https://pan.baidu.com/s/1SG20GaDmGx5mD1UxZnkqCw,数据库
1000套ppt模板,链接：https://pan.baidu.com/s/1ErPvDbOW3jQUGi543PmMGA  提取码：i0c1,https://pan.baidu.com/s/1ErPvDbOW3jQUGi543PmMGA,PPT
计算机组成_教学视频,https://pan.baidu.com/s/1WRPvJ2Y-pktznIJ0RLgJLw,https://pan.baidu.com/s/1WRPvJ2Y-pktznIJ0RLgJLw,公开课
全网最热Python3入门+进阶 更快上手实际开发,链接：https://pan.baidu.com/s/1NOtLBSSets4S86LM6CoKjA  提取码：hw4r  复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1NOtLBSSets4S86LM6CoKjA,Python
前端小白入门系列课程,链接：https://pan.baidu.com/s/1HYswiuFT3uM9cQRS9GevwA  提取码：rukk,https://pan.baidu.com/s/1HYswiuFT3uM9cQRS9GevwA,前端
EDIUS Pro v6.5.5.451 支持Win10.zip,链接: https://pan.baidu.com/s/1MeyyNRQTxt9WFKMP1EKBPQ 提取码: 9w3u 复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1MeyyNRQTxt9WFKMP1EKBPQ,软件
6节课入门Flask框架web开发,https://pan.baidu.com/s/1qVwQ7aK3qJ2QsYjECvQykw,https://pan.baidu.com/s/1qVwQ7aK3qJ2QsYjECvQykw,Python
Linux 树莓派玩转智能家居（第2版）提取码: eh7j,链接: https://pan.baidu.com/s/1CmJIpaTIP-RtYcmk6P474g,https://pan.baidu.com/s/1CmJIpaTIP-RtYcmk6P474g,Linux
python核心编程第三版,链接：https://pan.baidu.com/s/1_kTkIzqKR9ZmJyIi6gKHdQ  提取码：pgkw,https://pan.baidu.com/s/1_kTkIzqKR9ZmJyIi6gKHdQ,Python
Android开发项目实战+源码教程,链接: https://pan.baidu.com/s/1QvR62xGsSA2K5FNgHjwmBg 提取码: 15ze,https://pan.baidu.com/s/1QvR62xGsSA2K5FNgHjwmBg,安卓
算法导论,链接：https://pan.baidu.com/s/1P4wmRDZnSU8Th7hgsLK87w  提取码：2uz5  复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1P4wmRDZnSU8Th7hgsLK87w,算法
21天搞定分布爬虫,https://pan.baidu.com/s/1j_iEB5q4slIZuh9YTxqHLw,https://pan.baidu.com/s/1j_iEB5q4slIZuh9YTxqHLw,Python
视觉slam十四讲——高翔,链接：https://pan.baidu.com/s/1jXPGbL8J28o6rBWN6cklRQ 密码：4k5a,https://pan.baidu.com/s/1jXPGbL8J28o6rBWN6cklRQ,其它
Oracle Database 11g初学者指南,链接：https://pan.baidu.com/s/1B0_BUbljMyaesrTGJqXyFg  提取码：3yo0  复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1B0_BUbljMyaesrTGJqXyFg,数据库
Photoshop入门,https://pan.baidu.com/s/1j2gMBHYPlReCiDbReokWZw&shfl=sharepset,https://pan.baidu.com/s/1j2gMBHYPlReCiDbReokWZw&shfl=sharepset,软件教程
java入门经典,https://pan.baidu.com/s/1LaHN7Mb3m9aZFeaHIdtXwA&shfl=sharepset,https://pan.baidu.com/s/1LaHN7Mb3m9aZFeaHIdtXwA&shfl=sharepset,Java
OpenWrt智能路由系统开发 跟hoowa学智能路由_王伟，孙冰，刘龙著_北京：人民邮电出版社 , 2018.03_P230,链接:https://pan.baidu.com/s/1kPkypHJHR8aECzEALCI_zA 提取码:s87t,https://pan.baidu.com/s/1kPkypHJHR8aECzEALCI_zA,其它
小马哥JAVA2016,复制这段内容后打开百度网盘手机App，操作更方便哦 链接:https://pan.baidu.com/s/1euMlNpnnb3gKUzv_nGaobQ&shfl=sharepset 提取码:66fb,https://pan.baidu.com/s/1euMlNpnnb3gKUzv_nGaobQ&shfl=sharepset,Java
前后端分离开发,链接：https://pan.baidu.com/s/1SRUohsaEnor9wtUvZzaYaQ&shfl=sharepset  提取码：71fe,https://pan.baidu.com/s/1SRUohsaEnor9wtUvZzaYaQ&shfl=sharepset,Python
尚硅谷bootstrap 视频,https://pan.baidu.com/s/1eTxHHN8    密码：hzet,https://pan.baidu.com/s/1eTxHHN8,前端
mysql,链接:https://pan.baidu.com/s/1GE5XXlRUbltPHbC5pUqptg&shfl=sharepset 提取码:86bf,https://pan.baidu.com/s/1GE5XXlRUbltPHbC5pUqptg&shfl=sharepset,数据库
pcb的一些元件库,https://pan.baidu.com/s/1k5fd4AyKwYhVHqwBcXiNcg&shfl=sharepset   密码0smi,https://pan.baidu.com/s/1k5fd4AyKwYhVHqwBcXiNcg&shfl=sharepset,其它
机械臂资料,链接：https://pan.baidu.com/s/1EYg5o2o7dKSk0iMBq0-PpA&shfl=sharepset  提取码：1wd5  复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1EYg5o2o7dKSk0iMBq0-PpA&shfl=sharepset,人工智能
PID专题讲座,链接：https://pan.baidu.com/s/1HEha4Asvcouc4dxXdBNe8g&shfl=sharepset  提取码：m0rh  复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1HEha4Asvcouc4dxXdBNe8g&shfl=sharepset,算法
精通爬虫框架scrapy,下载: https://pan.baidu.com/s/1YOgSMJAWGyLibX2-I0Km4A 提取码: 6267,https://pan.baidu.com/s/1YOgSMJAWGyLibX2-I0Km4A,Python
Shell编程企业实战,https://pan.baidu.com/s/139JJRz_s_N_hjc1IoM7z5w,https://pan.baidu.com/s/139JJRz_s_N_hjc1IoM7z5w,Linux
stm32cudemx下载与安装,https://pan.baidu.com/s/1pJTNZfzPiTyQ9dSyYf_qjQ,https://pan.baidu.com/s/1pJTNZfzPiTyQ9dSyYf_qjQ,单片机
c语言设计新思维,链接:https://pan.baidu.com/s/1lV41zK9a1ZRi_ja626SJ-A 提取码:g15h 复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1lV41zK9a1ZRi_ja626SJ-A,C/C++
MySQL入门,https://pan.baidu.com/s/1TWzqwTXa7We3QOYebzSTrQ,https://pan.baidu.com/s/1TWzqwTXa7We3QOYebzSTrQ,其它
150个简历模板,https://pan.baidu.com/s/1_4B6OhDLfDP_9Tl4H3S5RQ,https://pan.baidu.com/s/1_4B6OhDLfDP_9Tl4H3S5RQ,简历
编程语言实现模式,https://pan.baidu.com/s/1MYFPMbWpQRSRhUquU_UnPg,https://pan.baidu.com/s/1MYFPMbWpQRSRhUquU_UnPg,电子书
java进阶,链接：https://pan.baidu.com/s/18rqyVpCnXwdsNIANvd_RtA  提取码：3r9f  复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/18rqyVpCnXwdsNIANvd_RtA,Java
Go学习资料文件夹,https://pan.baidu.com/s/1Utv3DXclBggx-Dv0JE6iqQ,https://pan.baidu.com/s/1Utv3DXclBggx-Dv0JE6iqQ,go
c＋+入门到精通,https://pan.baidu.com/s/12tWkNNu81Pek-NvQb2C6Ug 提取码:2z77,https://pan.baidu.com/s/12tWkNNu81Pek-NvQb2C6Ug,C/C++
Linux就该这么学,https://pan.baidu.com/s/1VFSq9Vjy9BODqVRIKiG-Dw,https://pan.baidu.com/s/1VFSq9Vjy9BODqVRIKiG-Dw,电子书
ruby编程,https://pan.baidu.com/s/1waFErU2cg2iRKv5uku4ZpA,https://pan.baidu.com/s/1waFErU2cg2iRKv5uku4ZpA,其它
RUBY数据分析,https://pan.baidu.com/s/1oRTrSWq_CadLBf0IEz7RPw,https://pan.baidu.com/s/1oRTrSWq_CadLBf0IEz7RPw,其它
